行政區,主題,景點名稱,簡介,地址,門票,開放時間-一,開放時間-二,開放時間-三,開放時間-四,開放時間-五,開放時間-六,開放時間-日
南港,宗教與古蹟,闕家古厝,世居南港的闕家，人丁旺盛，闕家古厝為三合院，正廳頂上鋪稻草，每兩年換一次。宅院建有二樓閣房，有瞭望守衛之功能。闕家老者口述：此大厝地理風水為牛穴，山為牛神，大廳頂鋪稻草及前端池塘，均有供牛飲食之意。,臺北市南港區研究院路一段120號,無,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀,全日開放，族人居住，注意禮儀
南港,宗教與古蹟,畚箕湖余家古厝,完整土埆厝三合院，現今十分罕見。二百年前先祖由安溪來台，百年前曾因陳秋菊抗日，民軍於附近襲殺一日本巡查，報復燒莊波及重建後保持至今。屋外有胸圍２７０公分的老樟樹在入口處，日治時曾被樟腦專賣會社列入砍伐，余家私賄倖存下來。,臺北市南港區舊莊路二段316巷5號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
南港,休閒與生態,南港茶葉製造示範場,示範場內部設有製茶機械展示教學室、茶文物特展室、茶葉評鑑區、茶葉活動實習教學區等，帶領民眾認識茶葉製作過程、見證南港茶葉興盛歷史，同時還能親自動手泡茶，學習沖泡、品嘗最具風味的南港包種茶。,臺北市南港區舊莊街二段336號,150,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00
南港,休閒與生態,椿萱農場,原名南港第一市民農場的椿萱農場，轉型為兼具教育與休閒功能的綜合性農園，園區內種植一千多株的香椿樹、金針花及桂花樹，同時設有樹屋和觀景台供民眾優遊賞景。,臺北市南港區舊莊街二段122巷11號,無,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00
南港,休閒與生態,大坑溪桂花吊橋親水步道,桂花在南港茶山的栽培歷史和包種茶一樣久，因為最早它是製作香片花茶的附香材料。桂花吊橋是南港山的秘密花園，小橋流水、精緻迷你，是平穩且乾淨的步道，兩者總長不到一公里，可居高遠眺臺北盆地，能見識南港當地特色植物與煤礦露層。,臺北市南港區舊莊街二段334號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
南港,休閒與生態,環山棧道,可居高遠眺臺北盆地，還能見識南港當地特色植物與煤礦露層,臺北市南港區舊莊街二段336號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
南港,休閒與生態,南港觀光茶園,海拔２００至３００公尺，土壤富含岩礫，雨量適中，適合茶樹生長，是百餘年前南港包種茶的發源地。然而，隨著戰爭與煤礦產業興起，茶園大量減少，民國７１年設置觀光茶園，加上當地青年的大力推廣，才重新找回昔日風光。,臺北市南港區舊莊街二段,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
南港,休閒與生態,十八羅漢洞,"質地堅硬，經侵蝕風化後，形成數個巨大石塊，好似十八個羅漢。從前洞內聚集成千上萬的蝙蝠，又稱為""密婆洞""。民國７４年有老師父修行故而封洞，勝地內有一座台北市僅存的木板吊橋，全長５０公尺，橋名「舜若多橋」。",臺北市南港區研究院路三段,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
南港,休閒與生態,南港山系-更寮古道親山步道,更寮古道親山步道是早年南港通往深坑和石碇的五條古道中，保存最完整且仍使用的古道。現今已鋪上花崗石步階，然而起訖狹窄的路況，仍顯現古老粗獷的原始味。更寮古道後段與栳寮古道銜接，曾經是運送、製造樟腦的場區，舊名就叫腦寮古道。,臺北市南港區舊莊街二段122巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
南港,商圈,南港車站,除了為縱貫鐵路、捷運以及高鐵的交通樞紐，更有ＣＩＴＹＬＩＮＫ和環球購物中心進駐,臺北市南港區南港路一段313號,無,05:00 – 00:00,05:00 – 00:00,05:00 – 00:00,05:00 – 00:00,05:00 – 00:00,05:00 – 00:00,05:00 – 00:00
南港,商圈,市民大夜市,名字雖有個「大」字，但是繞完夜市一圈僅需花費五分鐘，不過內部仍有不錯的小吃攤位進駐,臺北市南港區市民大道八段近興華路口,無,不開放,18:00 – 00:00,不開放,不開放,不開放,18:00 – 00:00,不開放
南港,商圈,中研院商圈,以中研院為發展核心的中研商圈，受大自然環抱，人口密度低，坐擁得天獨厚的山水美景；自給自足的商圈內，傳統市場、超市及餐廳林立，且鄰近以包種茶與桂花聞名的舊莊茶山，適合喜愛慢活步調的人。,臺北市南港區研究院路二段,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
南港,商圈,中國信託金融園區,４０間以上的餐廳與服飾用品店進駐。內部另設有一「文薈館」，展示中國信託金控創辦人辜?松先生的個人物品、珍貴手稿及運用高科技３Ｄ浮空投影技術，活現辜?松先生為臺灣爭取外交空間之人生理念。另外有冬季才開放的戶外滑冰場。,臺北市南港區經貿二路168-188號,無,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30,11:00 – 21:30
南港,商圈,南港軟體園區,知識型工業園區。產業以軟體ＩＣ設計、數位創意、生物科技及文化創意等知識密集型產業為主，允許支援性服務產業進駐以完備園區生活機能，並保留引進新興產業的彈性，以增加產業競爭力。,臺北市南港區台北市南港區三重路19號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
南港,商圈,北部流行音樂中心,北部流行音樂中心的主要目標是開闢一片專屬的園地，讓臺灣流行音樂的生命力能在此永續地紮根、茁壯，協助國內流行音樂產業迎接挑戰，以主廳館、文化館及音樂產業區三棟建築物為主題。,臺北市南港區向陽路與忠孝東路交叉口,無,不開放,不開放,不開放,不開放,不開放,不開放,不開放
南港,藝文與文化,胡適紀念館,一為胡適先生晚年回台灣出任中研院院長的南港住宅，建築本體與擺設大體上保持原貌。二為陳列室：展示胡適先生的著作、手稿、照片、遺物與紀念物，以及胡適在台灣的記錄片等。三為胡適公園：公園內保有胡適先生的墓園。,臺北市南港區研究院路二段130號,無,不開放,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,不開放
南港,藝文與文化,蔡元培紀念館,１９５９年胡適院長任內建立，早年是召開院士會議及評議會所在。以開放空間展示蔡元培先生手稿、著作，陳列先生與重要友人之往來及生平事蹟。以自然、開放與多樣性的多元觀點建立新空間的價值，具有承先啟後的濃厚意義。,臺北市南港區研究院路二段128號,無,11:00 – 17:00,11:00 – 17:00,11:00 – 17:00,11:00 – 17:00,11:00 – 17:00,11:00 – 17:00,不開放
南港,藝文與文化,中研院歷史文物陳列館,本館的館藏品與一般藝術博物館所蒐集的藏品最大不同處在於﹕它們不僅具備文物本身的歷史文化與考古知識的價值，同時也具體說明史語所自 １９２０年代後期以來 ，以及 近代中國學術史的發展背景。,臺北市南港區研究院路二段130號,無,不開放,不開放,09:30 – 16:30,不開放,不開放,09:30 – 16:30,09:30 – 16:30
南港,藝文與文化,南港瓶蓋工廠,１９４３年由日人設立的「國產軟木工業株式會社」，臺灣光復後由今臺灣菸酒股份有限公司接管並先後改名為「木栓工廠」及「臺灣省菸酒公賣局瓶蓋工廠」，專門生產公賣局所屬１４家酒廠酒類包裝所需各種瓶蓋、軟木栓等產品。,臺北市南港區南港路2段13號,無,不開放,不開放,不開放,不開放,不開放,不開放,不開放
南港,藝文與文化,台灣精品館,為全台首座彰顯台灣精品「研發創新、設計美學、品質精良、行銷全球」的創新園地。館內１樓大門入口面對花博公園，２樓展館有長期展示區(資通訊展示區、運動休閒區、文創區)及短期主題區(每季更換展品),臺北市南港區經貿二路1號,無,不開放,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30
南港,藝文與文化,幾米主題南港站,南港捷運站內總共有６幅大型彩色壁畫，在幾米細膩的筆觸及觀察下，列車未到，車上風光已經一覽無遺，有看報的阿伯、通勤的上班族，以及沒有座位、百無聊賴的小孩，幻想著巫婆飛過車窗，小豬、兔子在原野上奔跑，與火車競賽的畫面。,臺北市南港區忠孝東路7段380號,無,06:00 – 00:00,06:00 – 00:00,06:00 – 00:00,06:00 – 00:00,06:00 – 00:00,06:00 – 00:00,06:00 – 00:00
文山,宗教與古蹟,革命實踐研究院院舍——秋瑾堂、育樂室、民眾會堂、保健所,革命實踐研究院為中國國民黨研究及教育訓練場，於民國３８年１０月１６日創辦於陽明山，民國４２年７月於木柵中興山莊成立分院。民國８３年１月革命實踐研究院由陽明山搬回木柵。８９年１０月２５日改名為「國家發展研究院」沿用至今。,臺北市文山區木柵路一段290號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,宗教與古蹟,興福庄建塚紀念碑,本碑約建於１９２９年，紀念當時有心人士集資購地供萬華、古亭地區窮苦人家安葬之用，喪葬之用地約有三十餘甲規模大。昭和四年在台北州允準捐金購地後，得到北市諸多鄉紳商戶(辜顯榮、陳天來)捐款，並限於臺北市。,臺北市文山區興隆路2段203巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,宗教與古蹟,革命實踐研究院司令臺,「革命實踐研究院司令臺」為當年先總統蔣公向來院受訓幹部講話之司令臺，具文化資產價值。,臺北市文山區木柵路一段321號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,宗教與古蹟,指南宮,指南宮位於臺北市文山區指南山麓，主祀神純陽祖師呂洞賓，宮殿園區佔地廣，古木參天，濃蔭蔽日。全宮共有純陽寶殿、凌霄寶殿、大雄寶殿及大成寶殿４大殿宇。主殿均是依山而建，宏偉莊嚴。,臺北市文山區萬壽路115號,無,04:00 – 20:00,04:00 – 20:00,04:00 – 20:00,04:00 – 20:00,04:00 – 20:00,04:00 – 20:00,04:00 – 20:00
文山,宗教與古蹟,集應廟,早期移民為求心靈安定，於是從原鄉請來清水祖師並在新店溪及景美溪交會處建「萬慶巖」奉伺，。現除原鄉請來之三尊神像為鎮廟之寶外，另外具百年以上歷史的「門開甘露」匾額及刻有道光戊戌年的「萬慶岩」石製香爐亦為見證歷史的重要文物。,臺北市文山區景美街37號,無,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00,06:00 – 21:00
文山,宗教與古蹟,景美開道碑,現位於景美橋橋頭，近景美國小圍牆旁。石碑於１９０９年（明治四十二年）所立，碑文由清末台灣最後一位舉人高選鋒所撰寫，記載?公圳改道後，舊圳道填平及興築木柵路的歷史。,臺北市文山區景文街142巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,臺北市立動物園,臺北市立動物園是世界前十大都市型的動物園之一，搭捷運木柵線到最後一站就可以抵達。園區內有超過四百種的動物，是東南亞規模最大的動物園。園區內有７個室內展示館，還有８個戶外展示區，展出梅花鹿、臺灣黑熊等台灣特有種。,臺北市文山區新光路二段30號,60,不開放,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,08:30 – 17:00,08:30 – 17:00
文山,休閒與生態,貓空纜車,貓空纜車是臺北市內的第一條纜車系統。當坐上纜車，隨著山勢的起伏前進，可眺望行進中的捷運列車、景美溪畔的河濱公園和長頸鹿焚化爐，抵達終點貓空站時，邊品嚐美味的特色茶餐，邊欣賞臺北盆地的美景，才算不虛此行！,臺北市文山區萬興里新光路2段8號,120,不開放,09:00 – 21:00,09:00 – 21:00,09:00 – 21:00,09:00 – 22:00,08:30 – 22:00,08:30 – 21:00
文山,休閒與生態,景美溪自行車道,有青山綠水相伴的景美溪左、右岸自行車道，沿線有動物園，政大球場及青草綠茵，溪流常有魚群穿梭，是適合攜家帶眷全家出遊的路線。此外，於道南河濱公園內還設有各式各樣的運動場所，是一個充滿活力的自行車道。,臺北市文山區景美溪左右岸,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,福德坑環保復育公園,福德坑環保復育公園，是一座由垃圾掩埋場轉型的環保公園，設施除了自行車道、人行步道、太陽廣場(草坪)、遙控飛機場外，假日更免費提供滑草服務，是出遊的好去處。,臺北市文山區木柵路五段43巷151號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,仙跡岩,仙跡岩位於景美地區，周邊視野景觀良好，沿途種類繁多的綠色植被、山頂的仙跡岩大石上、健康步道及仙岩廟皆可遠眺臺北盆地街景，景色幽靜而宜人。,臺北市文山區景興路243巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,臺北花木批發市場,台北花木批發市場提供花卉零批商務採購的功能，另外還有提供庭園造景服務的景觀設計店家，從室內的花卉盆栽設計到綠意空間規劃，全都能一手包辦，是許多室內設計師、花店、花藝設計師等專業人士常來挑選挖寶的好地方。,臺北市文山區興隆路一段15號,無,不開放,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00
文山,休閒與生態,文山景美運動公園,設有舞台供社區民眾舉辦活動，並有兒童遊戲區、體健設施、具夜間照明的籃球場與ＰＵ跑道，公園與街道相連處設有迎賓廣場、種子廣場與葉子廣場。山腳邊設有人工的生態水池，可承接山上流下的水源而有防洪功能，公園中央則為開闊的大草皮。,臺北市文山區景豐街80號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,木柵公園,園內設有登山步道、階梯、溜冰場、涼亭、兒童遊戲場、公廁及環湖步道等設施。池塘「萃湖」係早期軍方時代之國防設施或營區設置之備用水源設施，池塘內栽植有水生植物，湖邊綠葉扶疏，環繞湖面四周亦錯落著豐富的老樹群。,臺北市文山區興隆路四段50號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,140高地公園,１４０高地公園位於台北市文山區，為營造永續的生態環境，在開闢時儘可能維持原有地貌，避免破壞動植物棲地，園內僅設置必要的設施及步道串聯周邊綠地，提供市民一處自然的運動與休憩場所。,臺北市文山區萬寧街125號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,貓空親山步道,貓空親山步道以指南宮步道、大成殿步道及茶展中心步道為主。指南宮步道有著濃郁的日式和風建築風格，極為古樸典雅而珍貴；大成殿步道沿途碎石和松木棧道交錯，路旁油桐樹林蔭密佈；茶展中心步道可見溪流、茶園、梯田等風光。,臺北市文山區指南路三段33巷,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,政治大學,享譽台灣的大專院校，更以政大十景聞名全台，分別是「日昇」、「日落」、「春耕」、「夏耘」、「秋收」、「冬藏」、「親民」、「愛物」、「精實」和「誠心」，每一景具特色的景觀外，代表的意義也相當深遠，是書香芬芳、景色優美的所在。,臺北市文山區指南路二段64號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,休閒與生態,杏花林,此杏花林是茶農張家的私人花園，數以千計的杏樹全由張丁頂老先生一手裁種，分為三區，每區均鋪設了石板步道，曲徑通幽，不時可見樹齡達數十年的老杏樹，枝幹蒼勁挺拔，卻不減花朵柔麗的姿態。,臺北市文山區老泉街45巷27號之3,無,不開放,不開放,不開放,不開放,不開放,09:00 – 21:00,09:00 – 21:00
文山,商圈,木柵市場,木柵市場被作家劉克襄譽為台北盆地的清明上河圖，其生鮮食材來源除了周遭貓空、草湳山區的農作，石碇、深坑、平溪的產品，甚至宜蘭員山絲瓜、三星蔥皆由產地直銷而來。此外市場內外的美食也是不可錯過的去處。,臺北市文山區保儀路13巷3號,無,07:00 – 17:00,07:00 – 17:00,07:00 – 17:00,07:00 – 17:00,07:00 – 17:00,07:00 – 17:00,07:00 – 17:00
文山,商圈,景美夜市,多達數百家攤販的景美夜市，有３０多年歷史，也是典型的傳統小吃，價格便宜。為了便於管理，將攤位全部集中在方形區域內。另一邊的『景美公有市場』，也是夜市的一部份，除了吃的，還有販賣服飾、ＣＤ、五金百貨等等。,臺北市文山區景美街周遭,無,18:00 – 24:00,18:00 – 24:00,18:00 – 24:00,18:00 – 24:00,18:00 – 24:00,18:00 – 24:00,18:00 – 24:00
文山,商圈,台北花木批發市場,台北花木批發市場提供花卉零批商務採購的功能，另外還有提供庭園造景服務的景觀設計店家，從室內的花卉盆栽設計到綠意空間規劃，全都能一手包辦，是許多室內設計師、花店、花藝設計師等專業人士常來挑選挖寶的好地方。,臺北市文山區興隆路一段15號,無,不開放,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00
文山,商圈,萬芳商圈,萬芳醫院商圈有醫院加持，加上附近有３所大專院校的消費力支撐，往返木柵和景美的人潮，附近生活機能強大，周邊更因此形成商圈，連鎖店家林立。,臺北市文山區興隆路三段,無,07:00 – 21:00,07:00 – 21:00,07:00 – 21:00,07:00 – 21:00,07:00 – 21:00,07:00 – 21:00,07:00 – 21:00
文山,商圈,木新路商圈,台北市文山區木新商圈擁有景美溪景觀休憩綠地，環境清幽加上生活機能成熟、學區優良，商圈周邊公園與校園林立、巷弄內美食聚集，加上「有山有水」視野。,臺北市文山區木新路三段,無,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00
文山,藝文與文化,政治大學,享譽台灣的大專院校，更以政大十景聞名全台，分別是「日昇」、「日落」、「春耕」、「夏耘」、「秋收」、「冬藏」、「親民」、「愛物」、「精實」和「誠心」，每一景具特色的景觀外，代表的意義也相當深遠，是書香芬芳、景色優美的所在。,臺北市文山區指南路二段64號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,藝文與文化,文山公民會館,原為長年閒置、外觀陳舊之木柵國民小學校長宿舍，經翻修整建後，蛻變為充滿日式樸實與現代感交融的雅致建築，可做為教學、公共藝術、大樹教室及多元展示空間，不定期邀請藝術文化工作者、團體、社區等於１、２樓辦理各項藝術創作展覽。,臺北市文山區木柵路三段189號,無,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,不開放
文山,藝文與文化,化南新村,化南新村為早期國立政治大學於１９６０年代初期所興建之教職員宿舍，化南新村的建築為雙拼式之兩層樓房，外牆呈Ｚ字型，具有強化功能與明暗相間效果，為臺灣少見戰後文教建築，反映臺籍、外省籍族群相互交融的時代背景。,臺北市文山區新光路一段65巷95號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
文山,藝文與文化,文山劇場,文山劇場緊鄰捷運景美站，為一社區型藝文空間，提供閱覽室及場地租借服務，館內除了有常駐展覽外，假日不定期會有劇場表演，座位舒適寬敞，適合親子活動。,臺北市文山區景文街32號,無,不開放,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00
文山,藝文與文化,優人神鼓山上劇場,優人神鼓山上劇場為全台唯一的山上露天劇場，為其藝術總監劉若瑀所建立的，目的是為了遠離市區的喧囂，讓劇組成員能將擊鼓、靜坐和中國武術能夠合而為一，在此可眺望台北盆地，平日也有許多登山客在此健行尋幽。,臺北市文山區木新路二段156-1號,無,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放,全日開放
,,,,,,,,,,,,
